spec,bar_s,scheme,lagset,horizon,horizon_seconds,levels,train,test,step,dm_own_minus_cross,p_own_vs_cross,dm_car_minus_cross,p_car_vs_cross,dm_placebo_cross_minus_real_cross,p_placebo_vs_real_cross,mcs_included_10pct,p_own_vs_cross_bonf792,p_own_vs_cross_holm792,p_own_vs_cross_bh792,p_car_vs_cross_bonf792,p_car_vs_cross_holm792,p_car_vs_cross_bh792,p_placebo_vs_real_cross_bonf792,p_placebo_vs_real_cross_holm792,p_placebo_vs_real_cross_bh792
subminute_decay,28,best,single_bar,1,28,10,21600,3085,21600,,,,,,,ERROR:IndexError('index 0 is out of bounds for axis 0 with size 0'),,,,,,,,,
subminute_decay,28,sum,single_bar,1,28,10,21600,3085,21600,,,,,,,ERROR:IndexError('index 0 is out of bounds for axis 0 with size 0'),,,,,,,,,
subminute_decay,28,distance,single_bar,1,28,10,21600,3085,21600,,,,,,,ERROR:IndexError('index 0 is out of bounds for axis 0 with size 0'),,,,,,,,,
subminute_decay,28,pca,single_bar,1,28,10,21600,3085,21600,,,,,,,ERROR:IndexError('index 0 is out of bounds for axis 0 with size 0'),,,,,,,,,
subminute_decay,29,best,single_bar,1,29,10,20855,2979,20855,,,,,,,ERROR:IndexError('index 0 is out of bounds for axis 0 with size 0'),,,,,,,,,
subminute_decay,29,sum,single_bar,1,29,10,20855,2979,20855,,,,,,,ERROR:IndexError('index 0 is out of bounds for axis 0 with size 0'),,,,,,,,,
subminute_decay,29,distance,single_bar,1,29,10,20855,2979,20855,,,,,,,ERROR:IndexError('index 0 is out of bounds for axis 0 with size 0'),,,,,,,,,
subminute_decay,29,pca,single_bar,1,29,10,20855,2979,20855,,,,,,,ERROR:IndexError('index 0 is out of bounds for axis 0 with size 0'),,,,,,,,,
subminute_decay,30,best,single_bar,1,30,10,20160,2880,20160,-1.131982269495213,0.2576556314979487,-1.0523018821369337,0.29267394217100684,-1.1094769378037517,0.2672379961167455,"car,cross,own",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
subminute_decay,30,sum,single_bar,1,30,10,20160,2880,20160,0.24683954423659027,0.8050349707521813,-0.6926315834543835,0.488548927834055,0.09799557717679329,0.9219367997643433,"car,cross,own",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
subminute_decay,30,distance,single_bar,1,30,10,20160,2880,20160,-0.2725957108230434,0.7851668590941818,-0.9174233360334911,0.35893205108596415,-0.5390154304356434,0.5898822828023531,"car,cross,own",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
subminute_decay,30,pca,single_bar,1,30,10,20160,2880,20160,0.32890297001804936,0.7422325165334357,-0.7650907450143598,0.44422665206106604,0.013721959152306555,0.989051942820319,"car,cross,own",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0

